Gene.refGene,score
ATP2A3,0.28830401
HCK,0.28830401
KCNE5,0.28830401
GJA5,0.288283798
NPY1R,0.288283798
BAAT,0.288034818
POC1A,0.288034818
POU4F3,0.288034818
MECOM,0.288034818
BCAR3,0.288034818
STXBP1,0.287790258
CYP1A2,0.287790258
HIRA,0.287790258
IFIH1,0.287661109
LPA,0.287661109
SSBP2,0.287661109
CLDN19,0.287638862
HAVCR1,0.287638862
TICAM1,0.287638862
AGXT2,0.287638862
KCNK2,0.287149901
RAD50,0.287149901
SCT,0.287149901
GNRHR,0.286803834
FOXO3,0.286803834
SLC1A2,0.286803834
ZBTB18,0.286711442
IL5RA,0.286711442
ASPM,0.286459973
CTTN,0.286459973
MAX,0.286459973
PCSK5,0.286238848
PIPOX,0.286187691
BCKDHB,0.286051263
CD96,0.286051263
CCDC68,0.286051263
HCCS,0.286030225
SCARB1,0.286030225
GJC2,0.285719363
PHB,0.285719363
CHRNG,0.285472048
PYCR1,0.285472048
MS,0.285472048
PLEKHG5,0.28543172
IL10RA,0.28543172
ATF6,0.28543172
TPK1,0.28543172
FGFR4,0.285430323
BACH2,0.285430323
ETNPPL,0.285430323
MOBP,0.285414668
MTR,0.285316054
FCN3,0.285316054
HMG20A,0.285316054
CPT1B,0.285316054
COQ2,0.285305862
CFHR1,0.285305862
WNT2,0.285305862
MESP2,0.285305862
AK5,0.285305862
ING1,0.284717269
ARX,0.284508482
CRH,0.284503977
PLB1,0.284503977
FBN2,0.284432455
HSD17B4,0.284432455
HK2,0.284432455
HELLS,0.284432455
PEBP1,0.283994619
TJP2,0.283989295
MAPK8IP1,0.283960875
CARD11,0.283960875
HERC2,0.283960875
IL17RD,0.283960875
SLC25A46,0.283960875
SCA25,0.283922047
CCNE1,0.283922047
HAPLN3,0.283922047
GEMIN4,0.28383182
PKLR,0.283692341
BCOR,0.283692341
F11,0.283667211
FAM111A,0.283667211
PDE6C,0.283667211
SPG36,0.283667211
WDR19,0.283667211
GSTA3,0.283667211
TRIM59,0.283667211
FETUB,0.283667211
ITGB3BP,0.283667211
PEX12,0.283607666
MYF6,0.283607666
NOX4,0.283505936
DAG1,0.283491519
IGHV3-21,0.283491519
TYRP1,0.283491519
PDK3,0.283491519
CENPJ,0.283491519
GSTT1,0.283491519
SLC17A7,0.283491519
TNC,0.283491519
SLEB3,0.283491519
APTX,0.283461557
DYRK1A,0.283340182
PIK3CB,0.283340182
CFTR,0.283240006
CHD7,0.283240006
NTNG2,0.283240006
PCYT1A,0.283240006
TRAF1,0.283240006
RPS6KB1,0.283240006
GP2,0.283240006
GBP1,0.283021995
USH2A,0.282971422
SPINK1,0.282912104
MED17,0.282602727
DROSHA,0.282602727
DDIT3,0.282535264
CCM2,0.282535264
RAD51C,0.282535264
FAM53B,0.282535264
SLC9A6,0.282521744
CEL,0.282521744
GDF6,0.282417537
TREM1,0.282417537
HPRT1,0.282363201
GSTM1,0.282363201
SPG37,0.282299092
LZTS1,0.282299092
ATP5A1,0.282278629
SLC22A18,0.282278629
DCTN1,0.282139998
FKBP5,0.282060451
IKZF2,0.282060451
ASAH1,0.282038613
MID1,0.281968875
ATP13A2,0.281831512
SEC63,0.281640028
RTEL1,0.281640028
NFASC,0.281640028
DUSP5,0.281640028
GPC6,0.281578343
RIMS3,0.281578343
B4GALNT1,0.281497686
CNP,0.281497686
B4GAT1,0.281497686
TMEM245,0.281373634
MYO5B,0.281362715
SLC25A38,0.281360323
SLC6A15,0.281360323
RANBP1,0.281360323
PRRX1,0.281315817
MFN2,0.281208798
IL2RA,0.281208798
EXO1,0.281153852
GRIK5,0.281153852
ATP6,0.281104291
TNFRSF11B,0.281104291
ACTA2,0.281104291
EIF2B4,0.281104291
MOCS1,0.281104291
G6PD,0.281104291
NRP1,0.281104291
CHRM3,0.281098907
SLC35A3,0.281098907
SLC6A4,0.281096036
JPH3,0.280904048
CEBPE,0.280904048
TREML1,0.280904048
DRD1,0.280841668
B9D1,0.28082418
CLEC12A,0.28082418
EML5,0.28082418
ALDH3A2,0.280641029
GP9,0.280549454
TRIM44,0.280485011
SFRP4,0.280471648
ADRB1,0.280471648
MT1A,0.280471648
MIR370,0.280471648
PRTFDC1,0.280471648
DFNA27,0.280471648
KPNA3,0.280439563
CHD5,0.280439563
KIF5A,0.280384617
PRSS2,0.280384617
GPD2,0.280384617
CYP26B1,0.280310655
WSN,0.280310655
AP4S1,0.280274727
GLYAT,0.280274727
USH1K,0.280274727
BFIS4,0.280274727
DUH2,0.280274727
ABCC5,0.280274727
CEP120,0.280274727
IRX2,0.280274727
CST1,0.280274727
THEM4,0.280274727
TRNL1,0.280273176
CLDN4,0.280273176
MGR3,0.280273176
GM2A,0.280228939
GLB1,0.280219781
TGFBR2,0.280206607
SCA30,0.280206607
PPP3R1,0.280206607
SLEH1,0.280206607
KIF1B,0.280137363
SOX9,0.280122271
PSIP1,0.280122271
GABRB3,0.280088192
TUBB8,0.280088192
WDR81,0.28
CYP4F22,0.28
VASN,0.28
CDC42EP3,0.28
RAPGEF3,0.28
MIR409,0.28
FXYD1,0.28
PTPRR,0.28
TRIM27,0.28
CDC25C,0.28
MRPL19,0.28
NAV2,0.28
EFCAB11,0.28
SPHK1,0.28
TMSB10,0.28
CD80,0.28
KCNJ3,0.28
LAMA4,0.28
UOX,0.28
PNPLA1,0.28
GPR35,0.28
GRB2,0.28
NDUFV1,0.279920515
TRIM2,0.279920515
MECP2,0.279365615
HOXA1,0.279365615
FSCN2,0.279365615
RNU4ATAC,0.279365615
SDHAF2,0.279365615
ESPN,0.279365615
CDH5,0.279365615
XAF1,0.279365615
AZGP1,0.279365615
PIK3R5,0.279365615
CNGA2,0.279365615
CCNO,0.279184306
CYP26C1,0.279184306
CCDC151,0.279184306
7-Sep,0.279184306
DCPS,0.279184306
PCNT,0.27907235
NOS3,0.27907235
IGFBP1,0.27907235
ATP7B,0.278720949
GTPBP3,0.278720949
IL7,0.278720949
SUFU,0.278582806
PHRF1,0.278582806
EXT1,0.27846102
ANKS6,0.27846102
SLC29A3,0.27825455
LDHB,0.27825455
ANPEP,0.27825455
HSD3B7,0.278082487
TNNC1,0.278082487
PIK3CA,0.277834927
SHBG,0.277834927
ARHGAP35,0.277834927
HMBS,0.277740617
NEK2,0.277740617
DMXL2,0.277740617
COASY,0.277737075
BCL10,0.277737075
MSLN,0.277737075
PTPN11,0.277549572
PMP22,0.277549572
AGL,0.277549572
NLRP1,0.277549572
NRG3,0.277549572
UBAP2,0.277549572
FOXP2,0.27705718
IFT122,0.27705718
HCFC1,0.27705718
AGRN,0.27705718
ZFHX3,0.27705718
SLC30A6,0.27705718
NUDT2,0.27705718
PRX,0.277056354
STK11,0.276801942
ARMS2,0.276801942
PIM1,0.276801942
H2AFX,0.276783706
RUNX2,0.276653257
CALM1,0.276653257
CLEC10A,0.276653257
RRDX,0.276653257
IYD,0.276408666
FGF17,0.276408666
CYP2A6,0.276408666
DHCR7,0.276274039
BBS2,0.276274039
COG8,0.276274039
BACE1,0.276274039
NCOA3,0.276274039
PRDX2,0.276274039
NRIP1,0.276274039
IER3,0.276274039
ITGB1,0.276175614
SASH1,0.276175614
DEAF1,0.27609773
HOTAIR,0.27609773
PIM2,0.27609773
PAX5,0.276069148
DNAJC19,0.275941362
PEX19,0.275941362
ELMO1,0.27578165
NCAM1,0.27578165
GPX3,0.27578165
RHO,0.275734842
PRKAG2,0.275734842
VCL,0.275734842
ZSWIM6,0.275734842
CA12,0.275552604
NRDC,0.275552604
APOBEC3C,0.275552604
SPG32,0.275439842
PARK3,0.275439842
CSRP1,0.275439842
NCF1,0.275426255
CBX2,0.275426255
FRG1,0.275426255
IDO1,0.275426255
AGR2,0.275426255
EPHA4,0.275406276
AGBL5,0.275406276
NRL,0.27533626
SMC1A,0.27533626
PSORS5,0.27533626
ABCD2,0.27533626
HEXA,0.275240386
NRXN3,0.275240386
NF1,0.275158536
MSX2,0.275158536
DPAGT1,0.275158536
GPR161,0.275158536
PLN,0.275158536
CCL3L1,0.275158536
RARB,0.275158536
DKK1,0.275158536
FRAS1,0.275103023
TMPRSS2,0.275103023
LRRC6,0.275006021
ERLIN2,0.275006021
PRTN3,0.274941493
POU3F4,0.274859537
SLSN3,0.274859537
STAMBP,0.274674746
NSMF,0.274674746
C8B,0.274620357
CHM,0.274609122
NDUFAF2,0.274609122
RPSA,0.274609122
UNC119,0.274606975
IFNG,0.274606975
CDAN1,0.274297618
STAC3,0.274297618
KCNJ18,0.274297618
KLHL7,0.274297618
LIF,0.274297618
PDE10A,0.274297618
EPM2A,0.274118693
KCNQ1,0.274002108
SMARCA4,0.273959983
NDUFS7,0.273911268
CRYBB2,0.273892333
NRP2,0.273600098
HMGB1,0.273600098
NLGN4X,0.273600098
ANTXR1,0.273600098
HDAC3,0.273485817
CCKAR,0.273423318
PIK3C3,0.273312946
FGFR1OP2,0.273312946
SLC5A7,0.273312946
MTFMT,0.27330801
WFS1,0.272766497
SDHB,0.272766497
SHOX,0.272766497
GJB4,0.272766497
AMN,0.272766497
BRIP1,0.272766497
ICOS,0.272766497
NEK1,0.272766497
REEP2,0.272766497
IBA57,0.272766497
ITCH,0.272766497
EIF2S1,0.272766497
CRLF2,0.272766497
PMS1,0.272766497
PXN,0.272766497
MCAT,0.272766497
MMEDF,0.272766497
LETM1,0.272717749
B2M,0.272717749
SNX31,0.272717749
SLC25A19,0.272557683
SH3BP2,0.27231944
BRAF,0.27231944
HADHA,0.27231944
TBK1,0.27231944
PRKDC,0.27231944
BANK1,0.27231944
ARHGDIA,0.27231944
YBX1,0.27231944
HES5,0.27231944
HMGCS2,0.272251726
CHKB,0.272251726
HPN,0.272251726
ADI1,0.272251726
AKT3,0.272
GPCPD1,0.272
KLKP1,0.271963982
GYPE,0.271963982
LHB,0.271850283
DHH,0.271801252
HLA-DQB1,0.271801252
SCNN1G,0.271801252
SLC2A2,0.271801252
HYMAI,0.271801252
ELP4,0.271801252
CSK,0.271801252
NEK8,0.271801252
KCNT1,0.271801252
GZMA,0.271801252
COA6,0.271801252
FBXL3,0.271801252
CLIC4,0.271801252
COTL1,0.271801252
TIMM8A,0.271782487
SCN10A,0.271782487
LDHA,0.271782487
DTNA,0.271782487
MXRA5,0.271782487
ACP1,0.271782487
ITK,0.271782487
TCF7,0.271782487
PRKD3,0.271782487
SIRT4,0.271782487
B3GAT3,0.271697075
C1QTNF3,0.271697075
IQGAP2,0.271589911
KRT4,0.271562017
CPE,0.271562017
TTC8,0.271510997
ALX3,0.27150821
PLP1,0.271463257
TARS2,0.271438957
ALOX5,0.271438957
NR4A3,0.271304952
GAL,0.271079274
DBI,0.271079274
TUBG1,0.271079274
MYC,0.271061148
OCRL,0.271061148
CD59,0.271061148
DUOX2,0.271061148
GALT,0.271061148
FLI1,0.271061148
CEP57,0.271061148
COG6,0.271061148
ELAC2,0.271061148
DHTKD1,0.271061148
NDE1,0.271061148
TGM6,0.271061148
XRCC1,0.271061148
NAT2,0.271061148
DGCR,0.271061148
BCAP31,0.271061148
PGP,0.271061148
HDGF,0.271061148
INHBC,0.271061148
AUTS8,0.271061148
HDLCQ2,0.271061148
DDX51,0.271061148
SNX5,0.271061148
ATP11A,0.271030225
CRMP1,0.271030225
NR1I2,0.27101862
ESCO2,0.270866128
MYOT,0.270866128
NPHS1,0.270866128
KCNQ3,0.270866128
COL4A6,0.270866128
KCNA2,0.270866128
TRAPPC11,0.270866128
CCDC115,0.270866128
CABIN1,0.270866128
PLAGL1,0.27082418
LPIN2,0.270765141
DNAJB2,0.270739115
NHLH2,0.270739115
PSMB4,0.270739115
NTF4,0.270686817
RPS3,0.270686817
CYP11A1,0.270686817
TOP2A,0.270642748
ATPAF2,0.270628088
TLR2,0.270628088
KRT71,0.270618135
CC2D1A,0.270618135
PTDSS1,0.270616405
SAC3D1,0.27059639
CD19,0.270549454
ACOX1,0.2705402
ABCC1,0.2705402
RASD2,0.2705402
FXYD6,0.27041209
GALR3,0.27041209
RNPS1,0.27041209
MAN1B1,0.27041209
MMP14,0.270343408
ABCG1,0.270343408
KRT86,0.270337545
ADAMTSL4,0.270337545
TMEM240,0.270337545
RGS9BP,0.270337545
MED28,0.270337545
SLC19A2,0.270337529
PPP3CC,0.270300094
RCAN1,0.270300094
DBNL,0.270300094
SMAD7,0.270206045
OXSR1,0.270206045
SUOX,0.270206045
PCMT1,0.270167817
SERPINF1,0.270137363
ABR,0.270137363
CYLD,0.270004838
GDI1,0.270004838
EIF1AX,0.26993198
TUBB,0.26990803
FTSJ1,0.26990803
ATP6V0A2,0.269862468
HDAC9,0.269862468
EGLN1,0.269597086
NPR2,0.269591842
HSPA12A,0.269531573
OAT,0.269506223
DAB2IP,0.269506223
ST14,0.269498044
BCO1,0.269498044
DPP9,0.269498044
ITGAM,0.269498044
NR2F1,0.269448959
FOXRED1,0.269448959
APRT,0.269412912
RASGRP1,0.269412912
DCBLD2,0.269412912
SLC23A2,0.269412912
CRABP1,0.269392097
MLF1,0.269365474
RECK,0.269312789
HHEX,0.269230783
F7,0.269208441
LDB3,0.269208441
BBS5,0.269208441
NTRK2,0.269208441
RPS26,0.269208441
SLC30A8,0.269208441
LIG1,0.269208441
ADM,0.269139208
CREB1,0.269129637
PSMB8,0.269025287
HABP2,0.269025287
AITD4,0.269025287
ABCG2,0.268857303
ITIH3,0.268857303
KCND3,0.26872923
GNAT2,0.26869593
MYL3,0.26869593
PLOD2,0.26869593
GOT1,0.26869593
LRRK2,0.268685551
GABRA1,0.268685551
LMX1A,0.268685551
PLCB1,0.268659492
SLC22A12,0.268585926
GHSR,0.268585926
C1QA,0.268585926
MRPS22,0.268584969
SQSTM1,0.268528704
MANBA,0.268528704
PTEN,0.268519227
GSK3A,0.268519227
DTX1,0.268519227
HP,0.268428161
ADRA2C,0.268428161
IL18,0.268401818
SMARCAL1,0.268336041
MIR185,0.268336041
CCR7,0.268336041
CSF2,0.268310242
DSG2,0.26829319
MATN3,0.268271904
RFX5,0.268271904
PNKP,0.268271904
MOCS2,0.268271904
CTXN3,0.268271904
HSF1,0.268271904
ARHGEF6,0.268271352
BICD2,0.268218667
AKR1B1,0.268131876
CCL7,0.268127091
FGF4,0.268127091
PTPN1,0.268081303
IL27,0.268081303
CD14,0.268040301
HYLS1,0.268040301
ATXN3,0.268040301
DOLK,0.268037908
HTRA2,0.267963885
CIZ1,0.267963885
SETD5,0.267963885
LBP,0.267948725
TAPT1,0.267948725
SAMD9L,0.267948725
NPPB,0.267948725
DOCK9,0.26794394
IFITM3,0.26794394
RFC2,0.26794394
TPH2,0.267926887
UGT2B17,0.267926887
SBF2,0.267900545
CLIP2,0.267857149
HMCN1,0.267857149
GOSR2,0.267857149
PURA,0.267852364
BCAR4,0.267852364
DYT13,0.267852364
CHI3L1,0.267852364
PHEX,0.267835312
CCL22,0.267835312
GABRG3,0.267835312
NOS2,0.267765574
ETS2,0.267760789
XPNPEP2,0.267760789
AMPD2,0.267718895
GCG,0.267718895
KAT6B,0.267718895
RBM3,0.267669213
MIR30C1,0.267652161
KCNE3,0.267582423
TCF3,0.26758003
FAM92B,0.26758003
TCP1,0.267560585
SIL1,0.267490847
FOXM1,0.267490847
DAB1,0.267490847
GTF2IRD1,0.267442667
MED25,0.267429797
CSF2RB,0.267429797
CLU,0.267399271
LGALS2,0.267399271
CRYBA1,0.267307696
SIRT6,0.26721612
SLC6A9,0.26721612
PALLD,0.26721612
MTDH,0.26721612
SH2D1A,0.267124545
ACHE,0.267124545
CDKN2B,0.267124545
APEX1,0.267124545
PAPPA,0.267124545
ANKRD1,0.267124545
SREBF2,0.267124545
EIF4EBP1,0.267124545
MAPK3,0.267078757
HLA-DRA,0.267078757
DGCR6,0.267078757
OFCC1,0.267078757
IFITM5,0.267032969
GAS6,0.267032969
CALM3,0.267032969
AKR1A1,0.267032969
PARK16,0.267032969
CSNK1E,0.267032969
RELA,0.267032969
CALY,0.266995989
RP9,0.266959134
ELOVL4,0.266959134
ZNRD1,0.266959134
LTB4R,0.266959134
STRAP,0.266959134
ZBTB24,0.266959134
HTR2C,0.266941393
GPER1,0.266941393
ANGPT1,0.266941393
MMP12,0.266941393
PDLIM4,0.266941393
APPL1,0.266941393
GABRA4,0.266941393
TCF21,0.266849818
CR1,0.266849818
NPTN,0.266849818
ATP1B2,0.266849818
HLA-DPA1,0.266849818
TRA,0.266849818
MKRN3,0.266849818
JMJD1C,0.266849818
CD83,0.266849818
SDHAF3,0.266849818
CPNE3,0.266849818
WDR12,0.266849818
MIR29A,0.266849818
SLC6A12,0.266849818
IL10RB,0.266849818
FGFR3,0.266777141
SYN3,0.266777141
SIAE,0.266777141
PSORS6,0.266777141
SLC10A1,0.266777141
ATP5E,0.266777141
BPPV,0.266777141
BAG1,0.266758242
CACNA1S,0.266666667
ATR,0.266666667
PDE11A,0.266666667
MIR1202,0.266666088
SIRT7,0.266666088
NECAP1,0.266666088
GHR,0.266461481
CA8,0.266102462
CHCHD10,0.266102462
COX6A1,0.266102462
COLQ,0.266079175
RASGRP2,0.266079175
HDAC8,0.266079175
POLR1C,0.265812826
CLINT1,0.265812826
SEMA3D,0.265812826
FGF14,0.2657932
CRYBA4,0.26558081
TRMT2A,0.26558081
KRT19,0.26558081
IHG1,0.26558081
VIP,0.265318655
GLYS1,0.265318655
MYH6,0.265301403
IL1RN,0.265245979
THOC2,0.265245979
PSEN1,0.265203362
PMS2,0.265203362
PNPLA3,0.265203362
GRM7,0.265203362
LAMP3,0.265203362
PRIMA1,0.265203362
MMVP2,0.265203362
HSPA6,0.265203362
HAL,0.264992473
TRIOBP,0.264992473
PDZK1,0.264992473
HELLPAR,0.264992473
EIF2B1,0.264900051
CACNA1G,0.264900051
RYK,0.264900051
GRK5,0.264900051
HCLS1,0.264900051
YJEFN3,0.264900051
TAGLN3,0.264900051
PROM1,0.264855201
TG,0.264855201
HCVS,0.264855201
LGALSL,0.264855201
IFNLR1,0.26440044
FECH,0.264244844
SALL3,0.264244844
FAR1,0.264094713
NELL1,0.264094713
PITX2,0.264091994
CCL2,0.264091994
TP63,0.264080327
LIPH,0.264080327
MLH1,0.263912921
RNASEL,0.263589201
PLXNA2,0.263589201
SETX,0.263562907
CDH1,0.263428522
IKBKE,0.263428522
MPZ,0.263363171
ASPA,0.263363171
AVPR1A,0.263363171
PRKCE,0.263363171
CERS3,0.263363171
SPOCK1,0.263363171
TGFB3,0.26332202
BABAM1,0.26332202
IKBKG,0.263301359
SAR1B,0.263301359
MSMB,0.263281846
BST1,0.263281846
TIMP4,0.263281846
FOSL2,0.263281846
KIF7,0.263210879
CDKN1B,0.263195576
STAB1,0.263195576
ROBO2,0.26318551
MAMLD1,0.26318551
MFSD8,0.263162925
KLHL40,0.263162925
MGME1,0.263000267
BARD1,0.263000267
CHEK1,0.263000267
PDE6B,0.262912463
GABRG1,0.262912463
PSD3,0.262912463
ARHGEF12,0.262912463
AGBL1,0.262912463
ACTC1,0.262822134
TMIE,0.262822134
EIF6,0.262723536
ATP6V0A4,0.262588143
IGKC,0.262584686
PI4KA,0.262584686
RPE65,0.262515622
SLC25A13,0.262515622
ITM2B,0.262515622
ITGA7,0.262515622
BAP1,0.262515622
ACSF3,0.262515622
ARID1A,0.262515622
IMPAD1,0.262515622
TCTN1,0.262515622
TUBA8,0.262515622
NIPAL4,0.262515622
MYO3A,0.262515622
IBD3,0.262515622
ZBED1,0.262515622
CFAP53,0.262515622
EEF1A2,0.262515622
KIF3A,0.262515622
DAXX,0.262515622
HIP1R,0.262515622
GAR1,0.262515622
SPD3,0.262515622
LHX1,0.262515622
AQP1,0.262515622
NUTM2E,0.262515622
HMGB3,0.262515622
AMFR,0.262515622
PCSK1N,0.262515622
AIP,0.262337254
CXCL2,0.262337254
PLG,0.262319272
KIF1A,0.262319272
ATXN1L,0.262319272
FZD6,0.262293184
EEF1B2,0.262293184
NPHP4,0.262178161
SYNE1,0.262178161
MTNR1A,0.262145204
SPG34,0.262092871
ADCY5,0.262092871
FBLN1,0.262092871
LAMB3,0.262055068
SCN4A,0.261984842
IRAK4,0.261984842
ARNTL,0.261984842
ITGAL,0.261934095
LGALS7,0.261934095
PDE6H,0.261934095
CCDC103,0.261934095
SLC2A3,0.261934095
HP1BP3,0.261934095
FGFRL1,0.261934095
TNFRSF9,0.261934095
TBX15,0.261824227
RTKN2,0.261824227
GRB10,0.261824227
TGFBI,0.261311253
PKD1,0.261311253
C12orf57,0.261311253
PRSS3,0.261311253
C4BPA,0.261311253
ARAF,0.261311253
ASS1,0.261150142
TSNAX-DISC1,0.260820592
RANBP9,0.260820592
PSMB1,0.260820592
B3GALT6,0.260672845
SLC19A1,0.260616341
ACKR3,0.260616341
NAV1,0.260616341
MALT1,0.2604432
PHF11,0.2604432
CLCNKB,0.260340317
SNRNP200,0.260309068
CLPTM1L,0.260309068
COL4A4,0.260277211
PLCXD3,0.260277211
PHGDH,0.260272635
CTH,0.260206045
CSF1R,0.260192309
IGFBP7,0.260192309
MSH6,0.259997909
LRRTM1,0.259877351
PAXIP1,0.259877351
GRK6,0.259877351
GPS1,0.259877351
CHRNA3,0.259792907
JAZF1,0.259792907
TLR9,0.259792907
TAB2,0.259792907
IVD,0.259731087
ARL2BP,0.259615833
PLCE1,0.259615833
PECAM1,0.259615833
MIR195,0.259615833
NOTCH3,0.259382188
LRBA,0.259382188
GUSB,0.259146757
PROKR2,0.259146757
SMC3,0.259146757
TMEFF2,0.259146757
HSCR7,0.259146757
MYO6,0.258711359
NODAL,0.258711359
RBP4,0.258711359
FAM109A,0.258711359
SERPINF2,0.258669376
GTF2H5,0.258558083
MIR17,0.258558083
MTHFR,0.258539238
GUCY1A3,0.258539238
SPI1,0.258539238
TUB,0.258539238
DYX3,0.258539238
SLC39A13,0.258437998
TBC1D20,0.258292364
IFI27,0.258292364
IL11,0.258292364
NME7,0.258292364
GNG11,0.258292364
INSR,0.258289424
GINGF2,0.258289424
ZNRF3,0.258289424
MSRB3,0.258273255
SLC39A6,0.258273255
SLC39A1,0.258273255
HOXD10,0.258163271
MATR3,0.257904243
TEK,0.25788674
TRH,0.25788674
PTPRQ,0.25788674
CLDN11,0.25788674
GRB14,0.25788674
LUM,0.25788674
DYT15,0.25788674
IVL,0.257821751
APLP2,0.257821751
SLC9A8,0.257821751
NR0B2,0.257810663
TNFRSF19,0.257739499
NNO1,0.257739499
OPLAH,0.257731025
MYO7A,0.257678272
GNB3,0.257678272
KIF5B,0.257678272
ZNF366,0.257613817
IGH,0.257613817
GCDH,0.257219685
GIGYF2,0.257219685
HOXA2,0.257213166
PTRH2,0.257213166
BHLHA9,0.257213166
NDUFA1,0.257213166
AMBN,0.257213166
ACACA,0.257213166
DNAJC13,0.257213166
C3orf58,0.257213166
TES,0.257213166
MMDK,0.257213166
HSPB6,0.257213166
SERPINB7,0.257213166
RRM2,0.257213166
IPO11,0.257213166
CMTDIA,0.257213166
HPCAL1,0.257213166
HOXD4,0.257213166
RBMX,0.257213166
EMSY,0.257205287
KTN1,0.257205287
KCTD1,0.257193634
VAV3,0.257050659
ATF4,0.256939601
HIF1A,0.256879126
CKAP2L,0.256879126
REN,0.256852717
SMOC1,0.256852717
RBFOX2,0.256852717
RNF207,0.256702444
DIS3L2,0.256691133
CAD,0.256691133
PRL,0.256691133
MDGA1,0.256691133
C9orf3,0.256691133
PSS,0.256691133
DYT7,0.256691133
EDN3,0.256637003
JAK3,0.256624195
DLG3,0.256624195
AD8,0.256624195
TNPO3,0.256604399
KCNQ1OT1,0.256597758
IL17F,0.256597758
EFNB1,0.256477261
ZIC2,0.256477261
COPA,0.256477261
CTNNA1,0.256477261
PAEP,0.256477261
1-Dec,0.256477261
AQP9,0.256477261
WWC1,0.256477261
GDF2,0.256477261
SOS2,0.256477261
YIPF3,0.256477261
TMEM59L,0.256477261
ABCA5,0.256477261
ARID1B,0.256384617
FAM20C,0.2562352
MMAB,0.2562352
BANF1,0.2562352
MASTL,0.2562352
IL6ST,0.2562352
FGF7,0.2562352
NKAIN2,0.2562352
IRF3,0.2562352
MPEG1,0.2562352
RNASEH2A,0.25621153
EPHX1,0.25621153
PI4K2B,0.25621153
GLI3,0.256167484
IGFALS,0.256167484
ALDOB,0.255927975
MYH14,0.255687218
KCNS3,0.255687218
ME1,0.255687218
SGCB,0.25546402
CRLF1,0.25546402
AQP2,0.255266916
PDP1,0.255266916
RAB40AL,0.255266916
CD33,0.255266916
CCR6,0.255266916
PTPRD,0.255266916
ATP6V1B1,0.254986907
STX1A,0.254986907
GPNMB,0.254986907
SEMA3A,0.254986907
PIGM,0.254899672
RMND1,0.254899672
ADAMTS10,0.254793758
ANGPTL4,0.254793758
GUCA1B,0.254775194
HTR3B,0.254775194
NR1H2,0.254775194
HSN1B,0.254602988
ALDH6A1,0.254416145
NDUFS6,0.254416145
MDD1,0.254416145
ACADM,0.254410847
SIRT2,0.254410847
FANCE,0.25437119
AGRP,0.25437119
SLC6A2,0.254369922
MYLK2,0.254369922
NR0B1,0.254342973
LIPI,0.254342973
HOMER2,0.254342973
GSTM4,0.254328261
ANXA2,0.254256243
CYP11B2,0.254219597
DLG5,0.254219597
CDKN2B-AS1,0.254219597
DNAH5,0.254211375
MSX1,0.254211375
P3H1,0.254211375
OXT,0.254211375
NKAPL,0.254211375
HEY2,0.254211375
GPR179,0.254211375
PCDH17,0.254211375
RAPGEF5,0.254211375
ANCR,0.254211375
IL9,0.254211375
ALS5,0.254211375
SYNJ1,0.253835408
KIF21A,0.253698456
PDE8B,0.253698456
GP6,0.253698456
CARD9,0.253683194
EEF2,0.253683194
TPPP,0.253683194
TDRD7,0.253669111
TSG101,0.253669111
CYP2B6,0.253535103
GLUD1,0.253520519
SLC5A1,0.253246527
NCSTN,0.253246527
MCHR1,0.253246527
RELN,0.253099688
HSD17B10,0.253099688
DNAJB6,0.253099688
CDON,0.253099688
MDM2,0.253099688
SPG24,0.253099688
TNFSF14,0.252938423
GABARAP,0.252938423
EXOSC8,0.252938423
GUCY2D,0.252824334
CD99,0.252824334
VPS35,0.252736501
KCNJ5,0.25265367
CUL5,0.25265367
GPR78,0.252537634
GAS2L1,0.2524885
RNASEH2C,0.252468952
SHMT1,0.252298833
GCSH,0.252286043
PMVK,0.252250118
TNFSF11,0.252199889
GRIN2A,0.252199889
UFSP2,0.252199889
AMCN,0.252199889
CD28,0.252011876
POLK,0.252011876
CA5A,0.251958817
GMPR,0.251958817
NPHP1,0.251949239
SELP,0.251919499
GMIP,0.251919499
MICB,0.251919499
TSPYL1,0.251841868
BRD4,0.251841868
POLG2,0.251778546
CYR61,0.251752968
GPHN,0.251716738
DDAH1,0.251716738
IL16,0.251572501
SNAI2,0.251550633
ISPD,0.251550633
C2,0.251550633
FREM3,0.251550633
RDX,0.251550633
POMGNT2,0.251550633
LRTOMT,0.251396351
TMEM2,0.251396351
S100A4,0.251373634
CAMK4,0.251370045
TULP1,0.251331104
KRT8,0.251301363
UMOD,0.251260709
KCNJ13,0.251260709
GBA,0.251260709
NOTCH2,0.251260709
UTS2,0.251260709
MIR224,0.251260709
TTN,0.251133248
PDE7B,0.251102467
CTSS,0.251102467
EIF4A2,0.251102467
IL6R,0.251098907
FZD3,0.251030225
CHMP1B,0.251026637
IL1R2,0.250989071
NPAS2,0.250945166
HCAR3,0.250945166
BECN1,0.250892862
ADAM33,0.250889273
SPP1,0.250755499
CTNNA3,0.250686817
NTHL1,0.250683228
GIT1,0.250618135
RPL15,0.250618135
NAGLU,0.250549454
RASSF5,0.250480772
NUP155,0.250480772
SCZD13,0.250480772
TMEM216,0.250430191
BBC3,0.250430191
AD5,0.250430191
PREPL,0.2504138
DRC1,0.2504138
CDK1,0.2504138
CDH7,0.2504138
CCNB3,0.2504138
RIPK2,0.2504138
IFNA1,0.25041209
